time,N1
42.6,1978.01
42.65,1979.42
42.7,1980.83
42.75,1982.24
42.8,1983.65
42.85,1985.06
42.9,1986.47
42.95,1987.87
43,1989.28
43.05,1990.69
43.1,1992.1
43.15,1993.51
43.2,1994.92
43.25,1996.32
43.3,1997.73
43.35,1999.14
43.4,2000.55
43.45,2001.96
43.5,2003.37
43.55,2004.78
43.6,2006.18
43.65,2007.59
43.7,2009
43.75,2010.41
43.8,2011.82
43.85,2013.23
43.9,2014.64
43.95,2016.04
44,2017.45
44.05,2018.86
44.1,2020.27
44.15,2021.68
44.2,2023.09
44.25,2024.49
44.3,2025.9
44.35,2027.31
44.4,2028.72
44.45,2030.13
44.5,2031.54
44.55,2032.95
44.6,2034.35
44.65,2035.76
44.7,2037.17
44.75,2038.58
44.8,2039.99
44.85,2041.4
44.9,2042.8
44.95,2044.21
45,2045.62
45.05,2047.03
45.1,2048.44
45.15,2049.85
45.2,2051.25
45.25,2052.66
45.3,2054.07
45.35,2055.48
45.4,2056.89
45.45,2058.3
45.5,2059.71
45.55,2061.11
45.6,2062.52
45.65,2063.93
45.7,2065.34
45.75,2066.75
45.8,2068.16
45.85,2069.56
45.9,2070.97
45.95,2072.38
46,2073.79
46.05,2075.2
46.1,2076.61
46.15,2078.02
46.2,2079.42
46.25,2080.83
46.3,2082.24
46.35,2083.65
46.4,2085.06
46.45,2086.47
46.5,2087.87
46.55,2089.28
46.6,2090.69
46.65,2092.1
46.7,2093.51
46.75,2094.92
46.8,2096.33
46.85,2097.73
46.9,2099.14
46.95,2100.55
47,2101.96
47.05,2103.37
47.1,2104.78
47.15,2106.18
47.2,2107.59
47.25,2109
47.3,2110.41
47.35,2111.82
47.4,2113.23
47.45,2114.63
47.5,2116.04
47.55,2117.45
47.6,2118.86
47.65,2120.27
47.7,2121.68
47.75,2123.09
47.8,2124.49
47.85,2125.9
47.9,2127.31
47.95,2128.72
48,2130.13
48.05,2131.54
48.1,2132.94
48.15,2134.35
48.2,2135.76
48.25,2137.17
48.3,2138.58
48.35,2139.99
48.4,2141.39
48.45,2142.8
48.5,2144.21
48.55,2145.62
48.6,2147.03
48.65,2148.44
48.7,2149.85
48.75,2151.25
48.8,2152.66
48.85,2154.07
48.9,2155.48
48.95,2156.89
49,2158.3
49.05,2159.7
49.1,2161.11
49.15,2162.52
49.2,2163.93
49.25,2165.34
49.3,2166.75
49.35,2168.15
49.4,2169.56
49.45,2170.97
49.5,2172.38
49.55,2173.79
49.6,2175.2
49.65,2176.6
49.7,2178.01
49.75,2179.42
49.8,2180.83
49.85,2182.24
49.9,2183.65
49.95,2185.06
50,2186.46
50.05,2187.87
50.1,2189.28
50.15,2190.69
50.2,2192.1
50.25,2193.51
50.3,2194.91
50.35,2196.32
50.4,2197.73
50.45,2199.14
50.5,2200.55
50.55,2201.96
50.6,2203.36
50.65,2204.77
50.7,2206.18
50.75,2207.59
50.8,2209
50.85,2210.41
50.9,2211.81
50.95,2213.22
51,2214.63
51.05,2216.04
51.1,2217.45
51.15,2218.86
51.2,2220.27
51.25,2221.67
51.3,2223.08
51.35,2224.49
51.4,2225.9
51.45,2227.31
51.5,2228.72
51.55,2230.12
51.6,2231.53
51.65,2232.94
51.7,2234.35
51.75,2235.76
51.8,2237.17
51.85,2238.57
51.9,2239.98
51.95,2241.39
52,2242.8
52.05,2244.21
52.1,2245.62
52.15,2247.02
52.2,2248.43
52.25,2249.84
52.3,2251.25
52.35,2252.66
52.4,2254.07
52.45,2255.47
52.5,2256.88
52.55,2258.29
52.6,2259.7
52.65,2261.11
52.7,2262.52
52.75,2263.92
52.8,2265.33
